START_ID,END_ID,observation
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,MNX1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,PCM1,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,WRN,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,NRG1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
ACH-000938,WHSC1L1,0.0
