START_ID,END_ID,observation
ACH-000698,SKI,0.0
ACH-000698,TNFRSF14,0.00739
ACH-000698,PRDM16,0.04799
ACH-000698,RPL22,0.14687
ACH-000698,CAMTA1,0.0055299999999999
ACH-000698,MTOR,0.54138
ACH-000698,PRDM2,0.0716
ACH-000698,PRDM2,0.0004
ACH-000698,CASP9,0.0183599999999999
ACH-000698,CASP9,0.03461
ACH-000698,SPEN,0.0
ACH-000698,SDHB,0.0
ACH-000698,ARHGEF10L,0.1439099999999999
ACH-000698,ARHGEF10L,0.38605
ACH-000698,PAX7,0.00223
ACH-000698,MDS2,0.5833
ACH-000698,ARID1A,0.00355
ACH-000698,LCK,0.7658
ACH-000698,THRAP3,0.0
ACH-000698,THRAP3,0.0
ACH-000698,MYCL,0.0035
ACH-000698,MUTYH,0.0
ACH-000698,MUTYH,0.0
ACH-000698,MUTYH,0.0
ACH-000698,TAL1,0.42812
ACH-000698,TAL1,0.4426199999999999
ACH-000698,TAL1,0.93683
ACH-000698,STIL,0.0
ACH-000698,CDKN2C,9e-05
ACH-000698,CDKN2C,0.0
ACH-000698,EPS15,0.0
ACH-000698,JUN,0.0001199999999999
ACH-000698,JAK1,0.01465
ACH-000698,JAK1,0.0267199999999999
ACH-000698,FUBP1,0.0
ACH-000698,BCL10,0.05982
ACH-000698,RBM15,0.0
ACH-000698,TRIM33,0.00214
ACH-000698,ATP1A1,0.01953
ACH-000698,ATP1A1,0.0040799999999999
ACH-000698,FAM46C,0.0
ACH-000698,PDE4DIP,0.04435
ACH-000698,PDE4DIP,0.9924
ACH-000698,ARNT,0.4384
ACH-000698,SETDB1,0.59463
ACH-000698,MLLT11,0.0
ACH-000698,TPM3,0.0
ACH-000698,MUC1,0.02873
ACH-000698,LMNA,0.01563
ACH-000698,PRCC,0.0
ACH-000698,NTRK1,0.97453
ACH-000698,NTRK1,0.0
ACH-000698,SDHC,0.01247
ACH-000698,PBX1,0.0
ACH-000698,ABL2,0.0009599999999999
ACH-000698,TPR,0.0
ACH-000698,CDC73,0.0
ACH-000698,ELF3,0.01553
ACH-000698,MDM4,0.0
ACH-000698,H3F3A,0.0
ACH-000698,RGS7,0.0
ACH-000698,FH,0.0
ACH-000698,LARP4B,0.0286
ACH-000698,KLF6,0.00916
ACH-000698,GATA3,0.28059
ACH-000698,MLLT10,0.0
ACH-000698,MLLT10,0.00042
ACH-000698,MLLT10,0.0
ACH-000698,ZEB1,0.5956600000000001
ACH-000698,ZEB1,0.09122
ACH-000698,ZEB1,0.0015199999999999
ACH-000698,ZEB1,0.00176
ACH-000698,ZEB1,0.0014
ACH-000698,ZEB1,0.0
ACH-000698,KIF5B,0.0
ACH-000698,RET,0.0059
ACH-000698,NCOA4,0.0
ACH-000698,NCOA4,0.6809
ACH-000698,CCDC6,0.0
ACH-000698,PRF1,1.0
ACH-000698,KAT6B,0.00612
ACH-000698,BMPR1A,0.0012699999999999
ACH-000698,PTEN,0.0
ACH-000698,FAS,0.10357
ACH-000698,FAS,0.02635
ACH-000698,CPEB3,0.00814
ACH-000698,TLX1,0.28013
ACH-000698,NFKB2,0.0
ACH-000698,NFKB2,0.0
ACH-000698,NFKB2,0.0041
ACH-000698,NT5C2,0.00909
ACH-000698,VTI1A,0.0
ACH-000698,TCF7L2,0.0
ACH-000698,FGFR2,0.72523
ACH-000698,FGFR2,0.00296
ACH-000698,FGFR2,0.02895
ACH-000698,FGFR2,0.0
ACH-000698,MGMT,0.4862
ACH-000698,HRAS,0.0
ACH-000698,CARS,0.0
ACH-000698,NUP98,0.0
ACH-000698,LMO1,0.51852
ACH-000698,LMO1,0.19666
ACH-000698,MYOD1,0.06534
ACH-000698,WT1,0.29767
ACH-000698,WT1,0.0890799999999999
ACH-000698,LMO2,0.00539
ACH-000698,LMO2,0.00808
ACH-000698,LMO2,0.94149
