START_ID,END_ID,observation
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,TNFRSF14,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
ACH-000828,PRDM16,0.0
